year,richter,region,deaths,lon,lat
7,6,United Arab Emirates,348810.0,54.22,24.28
8,6,United Arab Emirates,218900.0,54.22,24.28
9,6,United Arab Emirates,169780.0,54.22,24.28
10,6,United Arab Emirates,155300.0,54.22,24.28
11,6,United Arab Emirates,130660.0,54.22,24.28
12,6,United Arab Emirates,110040.0,54.22,24.28
1,8,United States,131277440.0,-77.02,39.91
2,8,United States,25327040.0,-77.02,39.91
3,8,United States,24971450.0,-77.02,39.91
4,8,United States,26582120.0,-77.02,39.91
5,8,United States,31935890.0,-77.02,39.91
6,8,United States,38220160.0,-77.02,39.91
7,8,United States,43542000.0,-77.02,39.91
8,8,United States,31581200.0,-77.02,39.91
9,8,United States,24131810.0,-77.02,39.91
10,8,United States,27516460.0,-77.02,39.91
11,8,United States,25522040.0,-77.02,39.91
12,8,United States,27966380.0,-77.02,39.91
1,7,Uruguay,2121760.0,-56.11,-34.5
2,6,Uruguay,842390.0,-56.11,-34.5
3,6,Uruguay,417490.0,-56.11,-34.5
4,6,Uruguay,195560.0,-56.11,-34.5
5,6,Uruguay,485830.0,-56.11,-34.5
6,6,Uruguay,363090.0,-56.11,-34.5
7,6,Uruguay,295100.0,-56.11,-34.5
8,6,Uruguay,228650.0,-56.11,-34.5
9,6,Uruguay,204500.0,-56.11,-34.5
10,6,Uruguay,232150.0,-56.11,-34.5
11,6,Uruguay,235120.0,-56.11,-34.5
12,6,Uruguay,364410.0,-56.11,-34.5
1,6,Uzbekistan,221270.0,69.1,41.2
2,5,Uzbekistan,50700.0,69.1,41.2
3,5,Uzbekistan,19120.0,69.1,41.2
4,5,Uzbekistan,18440.0,69.1,41.2
5,5,Uzbekistan,19850.0,69.1,41.2
6,5,Uzbekistan,29690.0,69.1,41.2
7,5,Uzbekistan,29040.0,69.1,41.2
8,5,Uzbekistan,16680.0,69.1,41.2
9,5,Uzbekistan,18180.0,69.1,41.2
10,5,Uzbekistan,16140.0,69.1,41.2
11,5,Uzbekistan,29390.0,69.1,41.2
12,5,Uzbekistan,34640.0,69.1,41.2
1,4,Vanuatu,6600.0,168.18,-17.45
2,4,Vanuatu,4210.0,168.18,-17.45
3,5,Vanuatu,36580.0,168.18,-17.45
4,5,Vanuatu,21130.0,168.18,-17.45
5,5,Vanuatu,10650.0,168.18,-17.45
6,5,Vanuatu,17460.0,168.18,-17.45
7,4,Vanuatu,5600.0,168.18,-17.45
8,4,Vanuatu,2480.0,168.18,-17.45
9,4,Vanuatu,6520.0,168.18,-17.45
10,4,Vanuatu,3760.0,168.18,-17.45
11,4,Vanuatu,1480.0,168.18,-17.45
12,4,Vanuatu,3720.0,168.18,-17.45
1,6,Venezuela,377000.0,-66.55,10.3
2,6,Venezuela,148510.0,-66.55,10.3
3,5,Venezuela,74020.0,-66.55,10.3
4,5,Venezuela,41860.0,-66.55,10.3
5,5,Venezuela,44540.0,-66.55,10.3
6,5,Venezuela,46500.0,-66.55,10.3
7,5,Venezuela,83140.0,-66.55,10.3
8,5,Venezuela,65410.0,-66.55,10.3
9,5,Venezuela,40980.0,-66.55,10.3
10,5,Venezuela,51270.0,-66.55,10.3
11,5,Venezuela,21290.0,-66.55,10.3
12,5,Venezuela,64350.0,-66.55,10.3
1,7,Vietnam,5545140.0,105.55,21.05
2,8,Vietnam,12136750.0,105.55,21.05
3,8,Vietnam,39741550.0,105.55,21.05
4,7,Vietnam,6401240.0,105.55,21.05
5,7,Vietnam,2985440.0,105.55,21.05
6,7,Vietnam,3261870.0,105.55,21.05
7,7,Vietnam,3061010.0,105.55,21.05
8,7,Vietnam,3580450.0,105.55,21.05
9,7,Vietnam,3958790.0,105.55,21.05
10,7,Vietnam,3112780.0,105.55,21.05
11,7,Vietnam,3057040.0,105.55,21.05
12,7,Vietnam,5508280.0,105.55,21.05
1,0,Wales,0.0,-3.1681,51.4837
2,0,Wales,0.0,-3.1681,51.4837
3,0,Wales,0.0,-3.1681,51.4837
4,0,Wales,0.0,-3.1681,51.4837
5,0,Wales,0.0,-3.1681,51.4837
6,0,Wales,0.0,-3.1681,51.4837
7,0,Wales,0.0,-3.1681,51.4837
8,0,Wales,0.0,-3.1681,51.4837
9,0,Wales,0.0,-3.1681,51.4837
10,0,Wales,0.0,-3.1681,51.4837
11,0,Wales,0.0,-3.1681,51.4837
12,0,Wales,0.0,-3.1681,51.4837
1,4,Yemen,8420.0,-82.4066,42.9745
2,4,Yemen,1680.0,-82.4066,42.9745
3,3,Yemen,630.0,-82.4066,42.9745
4,3,Yemen,450.0,-82.4066,42.9745
5,3,Yemen,190.0,-82.4066,42.9745
6,3,Yemen,270.0,-82.4066,42.9745
7,4,Yemen,1560.0,-82.4066,42.9745
8,4,Yemen,3380.0,-82.4066,42.9745
9,3,Yemen,490.0,-82.4066,42.9745
10,3,Yemen,270.0,-82.4066,42.9745
11,3,Yemen,670.0,-82.4066,42.9745
12,3,Yemen,180.0,-82.4066,42.9745
1,6,Zambia,204200.0,28.16,-15.28
2,5,Zambia,70280.0,28.16,-15.28
3,5,Zambia,45260.0,28.16,-15.28
4,5,Zambia,70280.0,28.16,-15.28
5,5,Zambia,66320.0,28.16,-15.28
6,5,Zambia,77250.0,28.16,-15.28
7,5,Zambia,81470.0,28.16,-15.28
8,5,Zambia,51660.0,28.16,-15.28
9,5,Zambia,29420.0,28.16,-15.28
10,5,Zambia,28080.0,28.16,-15.28
11,5,Zambia,38320.0,28.16,-15.28
12,5,Zambia,38970.0,28.16,-15.28
1,5,Zimbabwe,75210.0,31.02,-17.43
2,5,Zimbabwe,62210.0,31.02,-17.43
3,5,Zimbabwe,65840.0,31.02,-17.43
4,5,Zimbabwe,39540.0,31.02,-17.43
5,5,Zimbabwe,56150.0,31.02,-17.43
6,5,Zimbabwe,35340.0,31.02,-17.43
7,5,Zimbabwe,22440.0,31.02,-17.43
8,5,Zimbabwe,21440.0,31.02,-17.43
9,4,Zimbabwe,9590.0,31.02,-17.43
10,5,Zimbabwe,31950.0,31.02,-17.43
11,5,Zimbabwe,15320.0,31.02,-17.43
12,5,Zimbabwe,32200.0,31.02,-17.43
